user_id,recommend,sentiment_analysis,year
76561198018736748,True,2,2013
76561198018736748,True,2,2012
76561198018736748,True,2,2015
76561198018736748,True,2,2015
76561198018736748,True,2,2013
76561198018736748,True,2,2012
76561198018736748,True,2,2015
76561198018736748,True,2,2015
76561198039469366,True,2,2013
76561198039469366,False,0,2015
76561198071505477,True,2,2015
76561198071505477,True,2,2015
ihopethisurlhasnotbeentaken,True,2,2014
76561198104999290,False,0,2015
TrackFight,True,2,2014
TrackFight,False,0,2014
TrackFight,True,2,2014
TrackFight,True,2,2014
TrackFight,True,2,2014
TrackFight,True,2,2014
TrackFight,True,2,2014
TrackFight,True,2,2014
76561198075407624,True,2,2014
erggjmuyg,True,2,2014
erggjmuyg,False,0,2015
erggjmuyg,True,2,2014
76561198090818363,True,2,2015
76561198090818363,True,2,2014
force445,False,0,2014
jame_like,True,2,2014
76561198093838282,True,2,2014
76561198099270623,True,2,2015
76561198099270623,True,2,2014
hvf,True,2,2014
reivehnfliyt,True,2,2014
reivehnfliyt,True,2,2015
reivehnfliyt,True,2,2015
76561198155122205,True,2,2014
Symbolize,True,2,2013
Symbolize,True,2,2013
shdqnvmfhvlf,True,2,2014
Gotaki,True,2,2015
Gotaki,True,2,2015
Gotaki,False,0,2015
Gotaki,True,2,2015
Gotaki,False,0,2015
Gotaki,True,2,2014
Kaboku,True,2,2012
Kaboku,False,0,2013
Kaboku,True,2,2014
Kaboku,True,2,2014
Kaboku,True,2,2014
Kaboku,True,2,2014
Kaboku,True,2,2013
Kaboku,True,2,2013
Kaboku,True,2,2013
76561198082622016,True,2,2013
vampirespyJL93TF2,True,2,2014
vampirespyJL93TF2,True,2,2015
vampirespyJL93TF2,True,2,2015
vampirespyJL93TF2,True,2,2015
vampirespyJL93TF2,True,2,2014
76561198090020454,False,0,2014
76561198086581134,True,2,2014
76561198044038344,True,2,2013
FakMuther1234,False,0,2015
FakMuther1234,True,2,2015
FakMuther1234,False,0,2015
FakMuther1234,True,2,2015
ZombieBiscuit,True,2,2015
hotsaucdo,True,2,2015
hotsaucdo,True,2,2014
76561198093276380,True,2,2014
76561198093276380,True,2,2014
76561198093276380,True,2,2015
76561198093276380,True,2,2015
76561198093276380,True,2,2015
76561198093276380,True,2,2014
OddSockSR,True,2,2014
Hirutha,True,2,2015
Roronage,True,2,2014
Roronage,True,2,2013
Roronage,True,2,2014
Roronage,True,2,2015
Roronage,True,2,2015
nizamrahman,True,2,2015
Rivtex,True,2,2015
76561198062785129,True,2,2015
InTranze,True,2,2014
BDX777,True,2,2014
76561198097453305,True,2,2015
76561198097453305,True,2,2014
76561198022316167,True,2,2015
76561198022316167,True,2,2014
76561198022316167,True,2,2014
76561198022316167,False,0,2015
76561198094193531,True,2,2014
76561198094193531,True,2,2014
76561198094193531,True,2,2014
76561198094193531,True,2,2013
76561198089961001,True,2,2014
76561198089961001,True,2,2014
76561198089961001,True,2,2014
AESTHETICSVAPORWAVE,True,2,2015
AESTHETICSVAPORWAVE,True,2,2014
AESTHETICSVAPORWAVE,True,2,2015
AESTHETICSVAPORWAVE,True,2,2015
AESTHETICSVAPORWAVE,True,2,2015
AESTHETICSVAPORWAVE,True,2,2014
AESTHETICSVAPORWAVE,True,2,2015
chinsteam,True,2,2015
chinsteam,True,2,2015
DaPohtehtoPuncake,True,2,2013
DaPohtehtoPuncake,True,2,2015
Uve-Seen_Nothing,True,2,2015
Uve-Seen_Nothing,True,2,2015
Uve-Seen_Nothing,True,2,2015
Uve-Seen_Nothing,True,2,2015
Uve-Seen_Nothing,False,0,2015
76561198077793852,True,2,2012
76561198077793852,True,2,2014
76561198021482710,True,2,2015
76561198021482710,True,2,2014
Arpek,False,0,2014
76561198033472736,False,0,2015
76561198033472736,True,2,2014
76561198033472736,True,2,2015
76561198033472736,True,2,2015
76561198033472736,True,2,2015
76561198033472736,False,0,2015
76561198033472736,True,2,2014
76561198033472736,True,2,2013
76561198060440669,True,2,2015
76561198060440669,True,2,2015
76561198060440669,True,2,2015
76561198060440669,True,2,2015
Luckybeg,True,2,2013
Luckybeg,True,2,2013
Luckybeg,True,2,2013
Luckybeg,True,2,2013
Luckybeg,True,2,2013
Luckybeg,True,2,2013
76561198084042712,True,2,2015
aushtin,True,2,2014
aushtin,True,2,2012
76561198220237531,True,2,2015
SeekTheDarkness,False,0,2014
SeekTheDarkness,True,2,2014
SeekTheDarkness,True,2,2014
SeekTheDarkness,False,0,2014
wizzfizz01,True,2,2014
Blackboy72,True,2,2014
Blackboy72,True,2,2015
Blackboy72,True,2,2014
Blackboy72,True,2,2015
Blackboy72,True,2,2015
FPS-Mike,True,2,2014
FPS-Mike,True,2,2014
doratheinbred,True,2,2015
doratheinbred,True,2,2015
doratheinbred,True,2,2015
doratheinbred,True,2,2015
76561198007799026,True,2,2011
76561198007799026,True,2,2011
76561198007799026,True,2,2011
76561198007799026,True,2,2011
76561198007799026,True,2,2011
76561198007799026,True,2,2011
76561198007799026,True,2,2011
76561198007799026,True,2,2011
76561198007799026,True,2,2011
76561198007799026,True,2,2010
heavykiinthesandvichborn,True,2,2015
heavykiinthesandvichborn,True,2,2015
heavykiinthesandvichborn,True,2,2015
76561198075694490,True,2,2014
mrnuclear,True,2,2015
mrnuclear,True,2,2014
mrnuclear,True,2,2014
mrnuclear,True,2,2014
mrnuclear,True,2,2013
mrnuclear,True,2,2011
76561198071334632,True,2,2015
76561198071334632,True,2,2015
76561198071334632,True,2,2015
76561198087445400,True,2,2015
76561198087445400,True,2,2014
76561198055819674,True,2,2014
76561198055819674,True,2,2015
76561198055819674,False,0,2014
76561198055819674,True,2,2013
TrulySeveral,True,2,2014
perrocallejero,True,2,2015
perrocallejero,True,2,2013
AceTaco,True,2,2013
SpongeyIsSweg,True,2,2015
SpongeyIsSweg,True,2,2014
SpongeyIsSweg,True,2,2015
SpongeyIsSweg,True,2,2015
Dylbugs,True,2,2015
76561198159037032,False,0,2015
Scorpion1903,True,2,2015
Scorpion1903,True,2,2015
Scorpion1903,True,2,2015
Scorpion1903,True,2,2015
Scorpion1903,True,2,2015
Scorpion1903,True,2,2015
LoveFayeForever,True,2,2014
LoveFayeForever,True,2,2014
Yomani,True,2,2014
Yomani,False,0,2014
Yomani,True,2,2015
Yomani,True,2,2014
Yomani,True,2,2014
snowangelsdream,True,2,2014
snowangelsdream,True,2,2015
snowangelsdream,True,2,2015
snowangelsdream,True,2,2015
snowangelsdream,True,2,2015
snowangelsdream,True,2,2014
snowangelsdream,True,2,2015
snowangelsdream,True,2,2015
hobohomeless,True,2,2015
mrsharkst,True,2,2015
mrsharkst,True,2,2014
XXXmemesnshitXXX,True,2,2015
Memes2k16,True,2,2015
Memes2k16,True,2,2015
3021Daniel,True,2,2014
icereece,True,2,2015
icereece,True,2,2014
icereece,True,2,2014
icereece,True,2,2014
416940127,False,0,2014
416940127,True,2,2015
416940127,False,0,2015
76561198086884048,True,2,2014
SleepyVioletteChan,True,2,2014
Aussiefella_69,True,2,2015
lilbkbx,False,0,2015
lilbkbx,False,0,2015
Donttellem,True,2,2015
downedpanda,True,2,2013
UniIsBestWaifu,False,0,2015
UniIsBestWaifu,True,2,2015
CottonCandyHusky,True,2,2014
CottonCandyHusky,True,2,2014
76561198082760506,True,2,2015
76561198082760506,True,2,2015
saintfox,True,2,2013
saintfox,True,2,2012
pharr49,True,2,2015
pharr49,True,2,2015
pharr49,True,2,2015
pharr49,True,2,2014
76561198072028129,False,0,2015
76561198072028129,True,2,2015
76561197978409306,True,2,2015
76561197978409306,False,0,2015
76561197978409306,True,2,2015
76561197978409306,True,2,2015
SNEAKY_Boxman,False,0,2015
SNEAKY_Boxman,True,2,2015
otorhinolaryngologist,True,2,2014
vegetable89,True,2,2015
vegetable89,True,2,2014
vegetable89,True,2,2013
vegetable89,True,2,2013
vegetable89,True,2,2012
blazythemayordevil,True,2,2014
drdoob,True,2,2015
drdoob,True,2,2015
drdoob,True,2,2015
drdoob,True,2,2015
drdoob,True,2,2015
drdoob,True,2,2015
GeneralHavoc_,True,2,2015
jakkpro895,True,2,2014
jakkpro895,True,2,2011
jakkpro895,True,2,2011
analfelatiothecircumsoldier,True,2,2015
76561198085869763,True,2,2015
jahmezgamingofficial,True,2,2013
jahmezgamingofficial,True,2,2013
jahmezgamingofficial,True,2,2013
jz4012,True,2,2015
jz4012,False,0,2015
ultrararepepes,True,2,2014
76561198046360205,True,2,2014
76561198046360205,True,2,2015
PippleKipple,True,2,2014
PippleKipple,True,2,2014
76561198073184460,True,2,2013
76561198073184460,True,2,2015
76561198073184460,True,2,2015
76561198073184460,True,2,2014
76561198073184460,True,2,2013
LifeOfLlama,True,2,2015
76561198094532627,True,2,2015
G0ldguts,True,2,2015
G0ldguts,True,2,2015
The-Dunktown-Express,True,2,2014
The-Dunktown-Express,True,2,2015
The-Dunktown-Express,True,2,2015
The-Dunktown-Express,True,2,2015
Beast_m0de,True,2,2014
Beast_m0de,True,2,2015
1234567890192837465,True,2,2015
1234567890192837465,True,2,2014
projecteldor,True,2,2014
micropie,True,2,2014
micropie,True,2,2014
xdeadlymoonx,True,2,2015
76561198098136638,True,2,2015
gsgamingbr,True,2,2015
gsgamingbr,True,2,2014
gsgamingbr,True,2,2014
gsgamingbr,True,2,2014
gsgamingbr,False,0,2014
gsgamingbr,False,0,2014
Ally_,True,2,2014
kanarya08,True,2,2015
kanarya08,True,2,2013
FinNaLe,True,2,2015
FinNaLe,True,2,2014
FinNaLe,True,2,2015
mrrockerz,True,2,2015
mrrockerz,True,2,2014
Howlapus,True,2,2014
My_Immortal,True,2,2015
My_Immortal,True,2,2015
My_Immortal,True,2,2015
teachmehowtosoli,True,2,2015
teachmehowtosoli,True,2,2015
teachmehowtosoli,True,2,2015
teachmehowtosoli,True,2,2013
teachmehowtosoli,True,2,2015
teachmehowtosoli,True,2,2015
teachmehowtosoli,True,2,2013
teachmehowtosoli,True,2,2015
Razzzzzzzzzzzzzzzzzzzzzz,True,2,2015
Razzzzzzzzzzzzzzzzzzzzzz,True,2,2014
Razzzzzzzzzzzzzzzzzzzzzz,True,2,2015
Razzzzzzzzzzzzzzzzzzzzzz,True,2,2014
pleasedontvotefortrump,True,2,2015
pleasedontvotefortrump,True,2,2014
pleasedontvotefortrump,True,2,2014
pleasedontvotefortrump,True,2,2013
pleasedontvotefortrump,True,2,2013
lmn8rx,True,2,2014
lmn8rx,True,2,2013
lmn8rx,True,2,2013
DieMadchenschanderin,True,2,2015
DieMadchenschanderin,False,0,2015
DieMadchenschanderin,False,0,2013
ChakaYourLaka,True,2,2015
DEANOXHILL,True,2,2015
TheRealMeatyMate,True,2,2013
TheRealMeatyMate,True,2,2014
TheRealMeatyMate,True,2,2014
TheRealMeatyMate,True,2,2013
samuelx5,False,0,2015
samuelx5,True,2,2015
samuelx5,True,2,2014
samuelx5,True,2,2014
76561198056693884,True,2,2014
76561198104201240,True,2,2014
GoodLooser,True,2,2014
lennysan,True,2,2015
lennysan,True,2,2015
ZeikoJoestar,False,0,2015
ZeikoJoestar,True,2,2014
ZeikoJoestar,True,2,2014
ZeikoJoestar,True,2,2014
ZeikoJoestar,True,2,2015
76561198019442854,True,2,2014
hermannwolffen25,True,2,2014
hermannwolffen25,True,2,2014
hermannwolffen25,True,2,2014
hermannwolffen25,True,2,2013
76561198098482126,True,2,2015
76561198098482126,True,2,2015
76561198098482126,True,2,2014
76561198098482126,True,2,2014
76561198032376223,True,2,2014
76561198059286499,True,2,2014
76561198059286499,True,2,2014
76561198059286499,True,2,2013
76561198059286499,True,2,2013
PotatoSaun,True,2,2015
PotatoSaun,True,2,2015
stevenw-s,True,2,2015
Videogamedunderly,True,2,2015
Videogamedunderly,True,2,2014
Videogamedunderly,True,2,2013
Mrbrightside_kent,True,2,2015
finnzag1,True,2,2014
snakrobotza3,True,2,2014
snakrobotza3,True,2,2015
snakrobotza3,True,2,2015
snakrobotza3,True,2,2015
ANIMEPUSSY,True,2,2015
ANIMEPUSSY,True,2,2015
ANIMEPUSSY,False,0,2015
Jupacka,True,2,2013
76561198048088970,True,2,2015
76561198048088970,False,0,2015
76561198048088970,True,2,2015
76561198094413234,True,2,2015
76561198094413234,True,2,2013
76561198107601321,True,2,2014
linlinlay,True,2,2015
linlinlay,True,2,2014
linlinlay,True,2,2015
linlinlay,True,2,2014
linlinlay,True,2,2015
rarejapan,True,2,2014
rarejapan,False,0,2014
rarejapan,True,2,2013
76561198081530329,True,2,2013
borgsy2revampedTV,True,2,2015
borgsy2revampedTV,True,2,2015
borgsy2revampedTV,True,2,2015
waruikaijin,True,2,2015
waruikaijin,True,2,2015
waruikaijin,True,2,2015
waruikaijin,True,2,2015
76561198076539681,True,2,2015
Jasrad,True,2,2014
Jasrad,False,0,2014
Jasrad,True,2,2014
Jasrad,False,0,2014
Jasrad,True,2,2014
Jasrad,True,2,2014
76561198119691766,True,2,2015
76561198119691766,True,2,2015
Steam_FX-,True,2,2014
76561198068538206,True,2,2015
18082001,True,2,2015
18082001,True,2,2015
18082001,True,2,2015
76561198062336903,True,2,2015
ifyourreadingthisgetdunkedon,True,2,2015
ifyourreadingthisgetdunkedon,True,2,2014
ifyourreadingthisgetdunkedon,True,2,2014
76561198029589709,True,2,2015
76561198029589709,True,2,2015
imonyouutube,True,2,2012
imonyouutube,True,2,2013
imonyouutube,True,2,2013
imonyouutube,True,2,2013
imonyouutube,True,2,2014
imonyouutube,True,2,2014
PritchardGSD,True,2,2014
PritchardGSD,True,2,2014
PritchardGSD,True,2,2014
PritchardGSD,True,2,2014
PritchardGSD,True,2,2014
PritchardGSD,True,2,2013
PritchardGSD,True,2,2013
PritchardGSD,True,2,2012
sam_mindyourbuisnesslove,True,2,2015
sam_mindyourbuisnesslove,False,0,2015
sam_mindyourbuisnesslove,True,2,2015
76561198054772649,True,2,2015
76561198069254820,True,2,2014
76561198069254820,True,2,2015
76561198069254820,True,2,2014
76561198069254820,True,2,2014
MrProvidings,True,2,2014
MrProvidings,True,2,2014
Gaben_Z,True,2,2015
Gaben_Z,True,2,2015
Gaben_Z,True,2,2013
6golf6,True,2,2014
mayshowganmore,True,2,2014
mayshowganmore,True,2,2014
tzarius,False,0,2014
tzarius,True,2,2015
tzarius,True,2,2015
tzarius,True,2,2014
insenzato,True,2,2013
insenzato,True,2,2014
76561198056894326,True,2,2015
HunterSLAYERR,True,2,2013
76561198073094072,True,2,2014
EjWild,True,2,2012
secretmessage6969,True,2,2014
Cydran,True,2,2014
Cydran,True,2,2014
Cydran,True,2,2014
Cydran,True,2,2014
Cydran,True,2,2014
wolop,True,2,2011
fattyahead,True,2,2015
fattyahead,True,2,2014
76561198067546287,True,2,2015
76561198067546287,True,2,2014
76561198067546287,True,2,2015
76561198067546287,True,2,2014
76561198067546287,True,2,2013
76561198111094443,False,0,2015
GaffyAreAwesome,True,2,2014
LTHW,True,2,2015
LTHW,True,2,2015
LTHW,True,2,2015
LTHW,False,0,2015
LTHW,True,2,2015
76561198049338710,True,2,2014
76561198044060397,True,2,2015
76561198044060397,True,2,2014
76561198044060397,True,2,2014
piepai,True,2,2015
ninja0123,True,2,2015
76561198063617154,False,0,2014
76561198057953245,True,2,2015
76561198036780547,True,2,2014
76561198076240240,True,2,2014
76561198076240240,True,2,2014
12312312332123,True,2,2015
12312312332123,True,2,2015
76561198047630659,False,0,2015
HeadShootPlay,True,2,2015
DeathInTheAfternoon,True,2,2014
DeathInTheAfternoon,True,2,2013
Keemstarisgoat,True,2,2014
Keemstarisgoat,True,2,2014
76561198086885214,False,0,2014
GAMESNIPERSTUDIOS,True,2,2014
76561198098088298,True,2,2014
76561198098088298,True,2,2014
76561198098088298,True,2,2014
76561198098088298,True,2,2014
76561198098088298,False,0,2014
MIMMATA,False,0,2015
MIMMATA,True,2,2015
MIMMATA,True,2,2015
MIMMATA,True,2,2015
MIMMATA,True,2,2013
MIMMATA,True,2,2012
MIMMATA,True,2,2015
MIMMATA,True,2,2012
BrookeAH,True,2,2015
darkking2098,True,2,2014
darkking2098,True,2,2014
darkking2098,True,2,2013
darkking2098,True,2,2013
76561198073280697,True,2,2014
76561198073280697,True,2,2014
76561198073280697,True,2,2014
76561198006896411,False,0,2014
76561198006896411,False,0,2015
76561198006896411,False,0,2015
76561198006896411,True,2,2015
76561198006896411,False,0,2015
76561198006896411,True,2,2015
76561198006896411,False,0,2015
topkekhehe,True,2,2013
topkekhehe,True,2,2014
76561198046777861,True,2,2013
76561198046777861,True,2,2014
bobby09890,True,2,2015
76561198083797462,True,2,2015
Taithius,True,2,2014
76561198043319694,True,2,2014
76561198043319694,True,2,2014
76561198054605641,True,2,2015
76561198054605641,True,2,2015
76561198054605641,True,2,2015
76561198054605641,True,2,2015
SitteNKitteNMitteN,True,2,2014
SitteNKitteNMitteN,True,2,2014
SitteNKitteNMitteN,True,2,2014
oldsauce,True,2,2014
oldsauce,True,2,2015
oldsauce,True,2,2013
76561198057519270,False,0,2015
76561198057519270,True,2,2014
___Plasma___,False,0,2014
76561197977767929,True,2,2014
76561198081026741,True,2,2015
wer38,True,2,2015
Wallfinstein,True,2,2015
Wallfinstein,True,2,2013
Wallfinstein,True,2,2014
Wallfinstein,True,2,2015
Wallfinstein,True,2,2015
Wallfinstein,True,2,2015
Wallfinstein,True,2,2015
Wallfinstein,True,2,2013
UberScapE,True,2,2014
UberScapE,True,2,2014
UberScapE,True,2,2014
UberScapE,True,2,2014
UberScapE,True,2,2014
QueenJesus,True,2,2015
momsspaghetti313,True,2,2014
76561198052591219,True,2,2014
communiggersunite,True,2,2015
communiggersunite,False,0,2015
communiggersunite,True,2,2015
BestinTheWorldThund3r,True,2,2013
BestinTheWorldThund3r,True,2,2015
BestinTheWorldThund3r,True,2,2014
BestinTheWorldThund3r,True,2,2013
BestinTheWorldThund3r,True,2,2014
BestinTheWorldThund3r,True,2,2015
76561198057065903,True,2,2014
76561198056401881,True,2,2015
76561198056401881,True,2,2015
76561198056401881,True,2,2014
76561198056401881,True,2,2014
minecast24,True,2,2015
minecast24,True,2,2015
minecast24,True,2,2014
095732,False,0,2015
Gayleri,False,0,2015
76561198092473445,True,2,2015
76561198092473445,True,2,2014
76561198092473445,False,0,2015
76561198092473445,True,2,2013
76561198092473445,False,0,2015
76561198092473445,True,2,2015
76561198092473445,True,2,2014
dandeshit,True,2,2014
76561198088082495,True,2,2014
76561198088082495,True,2,2013
76561198088082495,True,2,2015
76561198071297495,True,2,2014
Luk_muller24,True,2,2015
Luk_muller24,True,2,2015
Luk_muller24,True,2,2015
Luk_muller24,False,0,2015
Luk_muller24,True,2,2015
Luk_muller24,True,2,2014
Luk_muller24,True,2,2014
Hybrid2000,True,2,2014
76561198018293914,True,2,2014
GUNIME,True,2,2015
GUNIME,False,0,2015
GUNIME,True,2,2015
76561198073504291,True,2,2015
76561198025732569,True,2,2015
111222333444555666888,True,2,2014
111222333444555666888,True,2,2015
111222333444555666888,True,2,2015
111222333444555666888,True,2,2014
111222333444555666888,True,2,2015
111222333444555666888,True,2,2015
76561198077032945,True,2,2015
76561198077032945,True,2,2015
76561198077032945,True,2,2015
76561198077032945,True,2,2014
haza856,True,2,2013
LASSO133,True,2,2015
LASSO133,True,2,2015
LASSO133,True,2,2015
LASSO133,True,2,2014
76561198062537635,True,2,2014
76561198062537635,True,2,2012
76561198062537635,True,2,2012
10Degree,True,2,2015
10Degree,True,2,2015
10Degree,True,2,2015
10Degree,True,2,2015
10Degree,True,2,2015
Fishfacecupcake,True,2,2014
Andydds,True,2,2013
76561198090150367,True,2,2015
11XGX,False,0,2015
11XGX,True,2,2014
76561198066067219,True,2,2014
76561198066067219,True,2,2014
76561198013524144,False,0,2014
LifeOfPeder,False,0,2013
LifeOfPeder,True,2,2014
LifeOfPeder,True,2,2014
LifeOfPeder,True,2,2013
acualyisdolan,True,2,2013
76561197971059162,True,2,2014
76561197971059162,True,2,2013
76561197971059162,True,2,2013
76561198072798256,True,2,2015
GameFreak2401,True,2,2015
GameFreak2401,True,2,2015
GameFreak2401,True,2,2015
GameFreak2401,True,2,2015
GameFreak2401,True,2,2015
GameFreak2401,True,2,2014
GameFreak2401,False,0,2014
GameFreak2401,True,2,2013
Blokniper,True,2,2014
Blokniper,True,2,2014
Blokniper,True,2,2014
Blokniper,True,2,2012
sparkmastertape,True,2,2013
xX420BlazeItNoScopeXx,True,2,2015
erangaea,True,2,2013
erangaea,True,2,2013
76561198095149792,False,0,2013
2sBs,True,2,2014
2sBs,True,2,2013
2sBs,True,2,2013
2sBs,True,2,2013
2sBs,True,2,2012
2sBs,True,2,2014
2sBs,True,2,2015
2sBs,True,2,2014
DestinyzFate,True,2,2014
kaiharder,False,0,2015
ryno69445,True,2,2014
ryno69445,True,2,2014
ryno69445,True,2,2014
ryno69445,True,2,2014
4321louis,True,2,2015
76561198097881853,True,2,2014
76561198097881853,False,0,2014
76561198070155006,True,2,2014
5p1d3r5,True,2,2015
76561198085255228,True,2,2015
7otato,False,0,2015
76561198003546877,True,2,2014
76561198003546877,True,2,2012
76561198003546877,True,2,2012
76561198053145578,False,0,2015
YouAreDedNottaBigSoupPrice,True,2,2014
YouAreDedNottaBigSoupPrice,True,2,2013
YouAreDedNottaBigSoupPrice,True,2,2015
YouAreDedNottaBigSoupPrice,False,0,2014
haoliu98,False,0,2015
haoliu98,True,2,2015
haoliu98,True,2,2015
haoliu98,True,2,2015
haoliu98,True,2,2015
dotcomplicated,True,2,2015
puddingtip,True,2,2014
zoozles,True,2,2014
zoozles,True,2,2015
zoozles,True,2,2014
zoozles,True,2,2011
yousnownothingknowjohn,True,2,2015
76561198081511281,True,2,2014
76561198081511281,True,2,2013
rustyspoon14,True,2,2014
TiddlysWink,True,2,2015
dirklah,False,0,2015
dirklah,False,0,2014
MrRedo10,True,2,2015
MrRedo10,True,2,2015
MrRedo10,True,2,2015
kharmakazi,True,2,2014
kharmakazi,True,2,2014
kharmakazi,True,2,2014
BRoLance,True,2,2013
76561198081869264,True,2,2014
DODOPERRA,True,2,2015
DODOPERRA,True,2,2013
76561198015511443,True,2,2014
Diabolum,True,2,2015
Diabolum,True,2,2015
Diabolum,True,2,2015
Diabolum,True,2,2015
Diabolum,True,2,2015
Diabolum,True,2,2015
jacob8866,True,2,2015
76561198086846878,True,2,2013
payback_theheist,True,2,2015
WhiteRavinx,True,2,2014
76561198057042886,True,2,2015
CoolasFcuk,True,2,2015
barbas1,True,2,2013
elegantskullmid,True,2,2014
blaflum_lum,True,2,2013
blaflum_lum,True,2,2014
blaflum_lum,True,2,2014
76561198055552726,True,2,2014
76561197992670186,True,2,2014
76561197992670186,True,2,2014
thecakeisALy,True,2,2014
thecakeisALy,True,2,2014
76561198160501969,True,2,2015
76561198010391123,False,0,2015
76561198010391123,True,2,2014
76561198010391123,True,2,2014
76561198010391123,True,2,2014
mr_cat,False,0,2015
mr_cat,True,2,2015
76561198061639357,True,2,2015
76561198032570194,True,2,2015
76561198032570194,True,2,2014
Hoovyspenser,True,2,2015
Hoovyspenser,True,2,2015
Hoovyspenser,True,2,2014
Hoovyspenser,True,2,2014
76561198053183010,True,2,2015
BulbLight_,True,2,2014
BulbLight_,True,2,2014
a4nic8er,False,0,2013
a4nic8er,True,2,2013
a4nic8er,True,2,2013
a4nic8er,True,2,2012
a4nic8er,True,2,2011
a4nic8er,True,2,2011
12391939123,True,2,2013
12391939123,True,2,2012
aaronryuchi,True,2,2014
aaronryuchi,True,2,2014
rimisaccount,True,2,2013
76561198090867859,True,2,2014
76561198068176506,True,2,2015
Abominog6,False,0,2014
TheBluePyro,True,2,2014
TheBluePyro,True,2,2014
TheBluePyro,True,2,2014
TheBluePyro,True,2,2013
TheBluePyro,False,0,2014
Rhinoza,True,2,2013
rakeial,True,2,2015
rakeial,True,2,2015
AbuseNab,False,0,2015
AbuseNab,True,2,2014
76561198068666800,True,2,2014
76561198068666800,True,2,2013
76561198068666800,True,2,2014
AzuriteBurst,True,2,2015
AzuriteBurst,True,2,2014
aceofspadesfg,True,2,2014
76561198065388255,True,2,2014
76561198065388255,True,2,2014
hugh244,True,2,2015
hugh244,True,2,2014
hugh244,True,2,2012
hugh244,True,2,2012
76561198089228252,True,2,2015
76561198089228252,True,2,2015
76561198040104199,True,2,2014
76561198040104199,True,2,2013
76561198040104199,True,2,2012
76561198040104199,True,2,2014
76561198040104199,True,2,2012
76561198040104199,True,2,2014
brandonalpha,True,2,2014
sarganis,True,2,2014
ActionMedic,True,2,2014
ActionMedic,True,2,2014
ActionMedic,True,2,2015
ActionMedic,True,2,2014
ActionMedic,True,2,2014
ActionMedic,True,2,2014
ActionMedic,True,2,2013
76561198067306981,True,2,2015
adman44532,True,2,2015
adman44532,True,2,2013
marko101,True,2,2013
marko101,True,2,2015
dandan472,True,2,2015
dandan472,True,2,2015
dandan472,True,2,2014
dandan472,True,2,2014
heavygoingblah,True,2,2015
kab4002,True,2,2014
kab4002,True,2,2013
wulp,True,2,2014
Admiral_Skye,True,2,2015
Admiral_Skye,True,2,2015
76561198060811426,True,2,2015
76561198060811426,False,0,2015
76561198060811426,True,2,2013
76561198060811426,True,2,2013
76561198060811426,True,2,2013
76561198060811426,True,2,2013
Adnurak,False,0,2014
Adnurak,False,0,2014
76561198067070151,True,2,2015
Efficentct,True,2,2014
Efficentct,True,2,2014
mcconnorhey,True,2,2014
mcconnorhey,True,2,2015
mcconnorhey,True,2,2015
mcconnorhey,True,2,2014
mcconnorhey,True,2,2014
76561198087934431,True,2,2014
76561198087934431,True,2,2014
superaero,True,2,2015
superaero,False,0,2015
superaero,True,2,2015
superaero,True,2,2015
superaero,True,2,2015
superaero,True,2,2015
76561198066566937,True,2,2014
76561198058251735,True,2,2015
76561198044353999,True,2,2015
76561198044353999,True,2,2013
VolatileChaos,True,2,2014
VolatileChaos,True,2,2013
76561198073418523,True,2,2015
Xyphien,True,2,2015
Xyphien,True,2,2014
Xyphien,True,2,2014
Xyphien,True,2,2015
Xyphien,True,2,2014
CIAagentP,True,2,2014
76561198035136096,True,2,2015
ApexAgera,True,2,2015
ApexAgera,True,2,2015
zealva,True,2,2014
zealva,True,2,2014
zealva,True,2,2014
Agnt007,True,2,2015
Agnt007,True,2,2015
Agnt007,False,0,2015
Agnt007,True,2,2015
Agnt007,True,2,2015
Agnt007,True,2,2015
Agnt007,True,2,2015
zixwot,True,2,2014
zixwot,False,0,2015
zixwot,True,2,2015
AHMystic,True,2,2015
AHMystic,True,2,2015
AHMystic,True,2,2014
76561198059318725,True,2,2014
sickdardsrus,True,2,2015
sickdardsrus,True,2,2015
H34sh0t_R3kt,True,2,2014
76561198028290577,False,0,2015
76561198028290577,True,2,2014
76561198023347592,True,2,2013
76561198023347592,True,2,2011
76561198091794114,True,2,2015
NaruseAiria,True,2,2014
NaruseAiria,True,2,2014
NaruseAiria,True,2,2013
NaruseAiria,True,2,2013
76561198067716040,True,2,2015
76561198067716040,True,2,2014
Aizaak,True,2,2014
Aizaak,True,2,2015
cass_h01,True,2,2014
76561198051306831,True,2,2015
76561198051306831,True,2,2015
AJGANGSTER,False,0,2015
Ami_Ajimu,True,2,2014
Ami_Ajimu,True,2,2014
Ami_Ajimu,True,2,2015
oLdxZ5vt,True,2,2015
aket87,True,2,2014
aket87,True,2,2014
oLdxZ5vt,True,2,2015
aket87,True,2,2014
aket87,True,2,2014
76561198068702328,True,2,2014
brantrix,True,2,2015
brantrix,True,2,2014
blackniggers,False,0,2014
AeiouLmao,True,2,2015
AeiouLmao,True,2,2015
AeiouLmao,True,2,2015
AeiouLmao,True,2,2014
AeiouLmao,True,2,2014
AeiouLmao,True,2,2014
AeiouLmao,False,0,2014
AeiouLmao,True,2,2014
this_is_my_link,False,0,2014
76561198106346859,True,2,2014
76561198106346859,True,2,2013
76561198106346859,True,2,2014
